sentiment	message
2	kicking off the World cup Friday, All Blacks vs Tonga!?! Yeeeaah!! I m so looking forward to just laxing back Popcorn & a glass a bubbly!?!
0	Who all fuckin with twilight tonight ??
1	Why the most lovely artists are not always understood? Lady gaga, justin bieber, miley cyrus etc etc today they have to know that...
2	Really looking forward to the release of Deus Ex: HR on friday, just annoying that North America gets it tomorrow...
0	Perhaps a bit insensitive showing the film Four Lions in the run up to the 9/11 10th anniversary..... justsaying
2	Well since it s been the 7th here n Japan 4 over 12 hrs I d like 2 wish my BFF @MiaMcK a grand 26th. Sad I can t b there w/you.
1	Nokia N9 Might Just Come to the UK, Unofficially Though: Finnish mobile giant Nokia may have made it clear that the UK, along with Sw...
2	Kung Fu Panda 2 will released on Tuesday, 16 August 2011
1	The mantra from Republicans to Democrats today is,  if you don t like our plan, then where is your planThe mantra from Republicans t...
1	Wantin to go out tonite....but no one to go out with so i guess i ll be on netflix tonite
2	Walking through Chelsea at this time of day is rather lovely. Love London at night :D
1	Update:  Rise of the Planet of the Apes  Takes in Nearly $20M on Friday - Christian Post http://www.whople.com/14355
1	RT CBSAtlBreaking: Jury selection begins today in the trial of Conrad Murray. He s the doctor charged w/ involun... http://bit.ly/nBHSwC 
0	PRAY NO ONE GETS HURT OR KILLED IN LONDON TONIGHT GUYS. This looks like it s gonna go on for hours.
0	Facebook scam says Lady Gaga s dead! - Realbollywood.com News: London, Aug 7: A scam doing the rounds on ... http://tinyurl.com/3kttasu
1	@TDLautner34 so when we are goin to see u in twilight..........i now its nov......but the date..........
2	We all went to see Rise of the Planet of the Apes last night...I actually enjoyed it a lot! That chimp Caesar was a great actor. Seriously.
2	Time to roll out the red (yellow blue and green) carpet, looking forward to Google coming in to pitch their new opportunity today at Kinetic
2	Britney: Lady Gaga s here tonight. Me: WHAT? *Watches Gaga the rest of the night * Me: Who s concert was that ? I forgot. ;D
1	All across the US, with Live Feeds down, Big Brother fans are seeing the Sun for the first time in months.
2	@The_Bazini was just joking mate, QLD is the biz, tee shirt weather all year unlike Melb, been in Oz 50% all my life last stint UK 1991-2004
0	Tough day for the NHL community. RIP Pavol Demitra, died in a plane crash this morning. Heaven just got a hell of a center.
1	Program Alert: @TheMtn will be having a debate whether or not Boise State can win it all! Check out the show today at 11AM MT! BSUFootball
1	I ve got one ticket to the Michael Jackson tribute gig for sale on Oct 8th dm @pinkysibbs for details,please RT!
1	Monday Morning Mobile: The 24/7 Consumer: When Steve Jobs made a surprise appearance to unveil the ipad2 earlier... http://bit.ly/oubpMP 
2	I m worried I may sing out loud on the train!! Beyonce s album just gets me in the singing mood everytime!
0	crap i meant to let oomf use my microsoft office thing for their computer today...well he ll get it one weekend when we both in town!
2	@supermac18: Omfg Britney is like here in MA... AHHHH!!! along with Nicki Minaj. Omggg the concert is tomorrow :DDD this is great! xD
0	My soup just blew up in the microwave and exploded everywhere. So far today has been a bigger bitch than Madonna is to hydrangeas.
2	@theworkwardrobe thought of you when i read this - Some Tuesday morning fun: The worst-dressed CEO http://bit.ly/oDVpWY workplace HR
2	Watching the best moments of Inbetweeners last night highlighted the fact that (towie) is full of helmets. Surely im not the only one?
2	Shooting Tvshow Sons of Anarchy at my studio today. They closed off all the streets for a giant gun battle! Fun. http://yfrog.com/kiebtiqj 
2	Yaaayy!! :D RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August
0	Prayers and thoughts to Pavol Demitra s family today and all others on the plane. The blues nation lost a loved member today
2	@IreneNell Good morning Irene :) I love the tiger photies so much! Do you own them?
2	Ok i need something to try cheer me up after the the loss last night!Tickets for the Brittany and Nicki Minaj 2mo night - i need2Get looking
2	Yay inbetweeners is in the cinemas august 17th Should be well funny
1	I wanna go see Rise of the Planet of the Apes tonight!
1	If I said Lady Gaga is at Britney Spears  concert tonight.... would you hold it against me??? BritneyGaga clicheHIAMplug
2	@cf125 @followimran Four Lions is on Sunday night @ 9pm on @C4Insider Make sure you watch it boys. (Eid Mubarck Imran) veryfunnyfilm
2	Had a great chat with top international referee Dave Pearson. Bit in tomorrow s Journal, & big feature nearer the Rugby World Cup kick-off.
2	Kicking off in London tonight? Wait til you see the West Ham fans tomorrow after we ve beaten them 3-0 ;)
1	*singing in my Beyonce voice* I may be young, but I m ready...to give you all my love
2	Steelers gonna beat the Ravens tomorrow lol
0	Lmao. I feel like Kevin Hart *clappin hands* ...real talk, keep talkin shit & imma smack the shit out you! You ever go night night nigga?!
1	Charlie Sheen Roast: Jon Lovitz, William Shatner Join the Mock Fest: Source: www.thewrap.com --- Thursday, Septe... http://bit.ly/nJrg9O 
2	Listening to that Elvis Presley... He may be on to something with his rock and roll!
1	@rugbyworldcup Five year old decided he needed to follow a 2nd team when ABs not playing. Which one? After alot of thought: Tonga
0	Boehner wants president to change speech to Thurs instead of going against GOP2012 debate. What? Same time as Packers-Saints NFL opener?!?
1	Four Lions is on C4 at 9pm Sunday if you haven t seen it
1	Michael Jackson s Doctor, Conrad Murray is scheduled to go on trial on September 8th. Can he receive a fair trial... http://fb.me/yyr73Z0V
0	Microsoft wasted my whole day today... But now I m on Win 7 SP1 v69sq with rockets on it. MAKE IT SIMPLE MICROSOFT! Also, I m buying a Mac.
2	TY FF RT@illwah Thanks Esther @esther_d_j_her @eusbarbosa @mariettamadler @dheekas @rainergs @ilovethezodiak @juice_jakobe @taahanute
2	Retweet if you re ready for Big Brother tonight! teamjorchel bb13 cbsbigbrother
0	Last night for @CTV s Lloyd Robertson. A sad day for news, will miss that deep voice. legendary
2	Off to see Toby Keith at the Red Rock Casino amphitheater tonight in Vegas. OH YEAH :-)
2	Very impressed with Joco Teenage Republicans! 16 teens showed up today, ready to fight big government and Obama! NObama
0	Maybe she won t...but shit then again maybe she will... - She Will ft Drake coming out today ! Single off CARTER IV !
2	Saturday night: eating donuts, drinking a slushie & watching Sons of Anarchy sans pants. Living the dream, people. Just living the dream.
2	Stayed up too late to watch the 1st ep of Sons of Anarchy. New favourite show! sonsofanarchy
1	watching Eclipse with Katiee then Vampire Diaries for the rest of the night(:
0	MT @TxRunner23: Listening to Boehner s bill debate on the House floor. Democrats are going nuts!/end of life as we know it!
2	I will be at the movies Friday night to see Final Destination 5. I m in love with scary movies :)
1	Be here TONIGHT at 6pm to see the UFC Middleweight Championship fight between Anderson Silva and Yushin Okami for FREE! http://owl.li/6efbZ 
2	Weird thing today, my copy of Deus Ex: HR shipped. Probaby have the box a few days before Steam lets me play it.
1	Elvis Presley s 34th death anniversary is on Aug 16. Shammi Kapoor, the man they often called India s Elvis Presley, passed away on Aug 14
1	@GroovyBruce do you think you could please more women in 1 night than Charlie Sheen?
1	For those who haven t heard, Lady Gaga has attended Britney Spears  Femme Fatale Tour tonight! GodgaLovesGodney
0	if Twilight wins all the awards at the TCA s tonight, I will burn my Twilight posters k? ok.
2	@Nicegirll1124 Good! Well Summerslam is on early monday morning Live here at 1am so il be up watchin it for The Great One.. TeamBringIt
2	Weezy s Carter IV out on the 29th ! lets fuckin go
1	Come and check out UFC 134 this Saturday Night at Wings U at 8pm! Anderson Silvia Vs. Yushin Okami for the World Middle Weight Championship!
2	wooohoooo channel 4 is playing the film Four Lions on sunday at 9pm, everyone should watch such a funny film!
2	In an ideal world Oregon and Boise State will win Sept 3rd and give power to the PAC NW! GoDucks
2	http://sureasshiretalk.files.wordpress.com/2010/10/deusex1.jpg … - How true. Think it s time for another Deus Ex playthrough before DX3 is released Friday week.
1	@SchiavelloVOICE I am sure you know this but Good Night Irene was a an old love song. http://youtu.be/Rs3mj1E8LSU  http://en.wikipedia.org/wiki/Goodnight,_Irene …
1	Come to Boot Ride & Rally with Sons of Anarchy & Navy SEAL Marcus Luttrell Today from 3:30 pm to 6:30 pm. Ride... http://fb.me/VFgj8n0v
0	@liveindetail it may have calmed down a bit. Maybe I ll wait just a little longer to be certain.
1	Tokyo , Seoul , London , New York Kimama Ni Sekai wo drive tonight Kakuchi de hirou suru new style :)
1	One of the main influences for @GOTK s 2nd album is Michael Jackson... No joke.
1	@Hawk4life3 so awesome!
2	Thanks Rachel for the love on Big Brother last night! Glad to entertain you on @gdla
0	Oh my god everyone please stop talking about the Steelers tonight. We are not playing. We are irrelevant tonight.
0	@SultanAlQassemi @beleidy Good morning, you two. Have you heard about Obama, the UN, and Agenda21? http://tpaoa.wordpress.com/2011/08/04/urgent-barack-obamas-executive-orders-america-we-have-to-stop-this/ … He s a traitor.
1	Details of matches we re showing live for the Rugby World Cup coming later today.
1	Foreign Minister Surapong to file complaint against Democrats with police on Mon at 3pm
2	Talked bulletproof design among other cool topics with the MTA yesterday. No, seriously, bulletproof design.
1	If he truly loves his party, Boehner should be doing all he can to schedule Obama s address on the same night as the GOP debate.
2	PJ Harvey or King Creosote would be deserving winners of the Mercury2011 prize tonight but think Tinie Tempah will nick it
2	okay this Wookie boy too childish he say I gotta hear my favorite song 1st and this niggah play 1+1 by Beyonce :) I love that song man;
1	i was just talking 2dan.he said they use 2close the wharf in Monterey when Michael Jackson was there at night. he was in Monterey 1s a month
1	RT if you think that John Cena is going to win at Summerslam this Sunday
0	About as much interest in today as I do in the Rugby World Cup. zero
2	Tweet di Brintey So amazing to have the beautiful Lady Gaga at the show in AC tonight. Love you girl.- Britney http://fb.me/13C1kUZaw
0	Well, our playwright Mel didn t make it to dawnsearlylight today due to MTA s incompetence. So I guess we gotta eat his birthday treats...
0	Sunday Dialogue: Curing the Health System: ... fostered by Republicans who place ideology over country, took tha... http://bit.ly/mXRSHH 
2	So u tx me and ask if I can spend the night.Haha I DON T EVEN KNOW U (Kevin hart voice) haha
1	My article Preview: Anderson Silva vs. Yushin Okami. UFC134 Rio. Give it a read before the fights tonight. MMA http://www.couchfighter.co/fighters/item/232-preview-anderson-silva-vs-yushin-okami …
1	nw Superheroes on @HBO. http://soc.gd/ptKIdE (via @Social_Guide)
2	Evening Grace Patriots! God bless & Restore R Great Country, R people, R vets, R men & women in uniform, & the Nations of Israel & Japan!
2	Alright everyone lets do this. 2 winners tonight at 9pmEST. Girl and boy winners. 1600 Microsoft Points. @ me and follow for a chance to win
2	@katechambers19 oh that ll be nice. Where you going? Umm think I m going to see inbetweeners on Wednesday, otherwise free? Hannibal rising?
1	Michaeling: (v) (a): Talking or tweeting about Michael Jackson a lot. Examples: I was Michaeling all day today.
1	Fact: Dow down 634 today and President Downgrade OWNS every point… p2 topprog msnbc fok maddow tpp ampat teaparty
0	I m sorry she may be the queen but Madonna is a bitch gogaga
2	Mail on Sunday: Cesc Fabregas is so desperate to leave Arsenal for Barcelona that he has offered to give up more ... http://tmi.me/e71Co
2	Ouuu what channel? :) RT @bridgetminamore: Why is Idris Elba presenting How Hip Hop Changed the World next wee… (cont) http://deck.ly/~JmHZZ
1	So if the Premiership is called off on Saturday who is for Inbetweeners?
0	@WWE You guys realize that Summerslam is THIS Sunday, right?? Why does the card have only 4 matches right now?
0	MacDougall is killing the Raiders. Mad Dog scores 2nd after good leadup work from Gidley and Houston. Gidley misses kick. Knights 16-4
2	One Night like In Vegas I make dat Nigga Famous
2	anderson silva is fighting saturday in the ufc. you know he can t lose.
2	Jersey shore season four tonight :) x
1	wrapping up this Jersey shore commercial today. Fist Pumping all day
1	Boise State RB malcolm Johnson tore ACL in practice yesterday.
1	Elvis Presleys 34th death anniversary is on Aug 16. Shammi Kapoor, the man they often called India s Elvis Presley, passed away on Aug 14.
0	Democrats call on Lt. Gov. Ard to resign: Democrats called Thursday for the immediate resignation of Lt. G... http://tinyurl.com/3m3fpwl
0	this earthquake may be the only thing in the history of the MTA that HASN T caused service disruptions...
1	Check out the brand new video for @16bit  Dinosaurs  released Aug 29th on MTA. http://www.youtube.com/watch?v=Kevdt1T9daA&feature=youtu.be …
2	Went to see Rise of the Planet of the Apes tonight Great movie B+ for sure. !!lChris-Rockz!!!
0	Windows 7 brain damage this evening. Apple should just buy Microsoft and crush the life out of it. Please.
2	@QuietusCyn @ShatteredYuuki Yeah, It s on netflix I think now. I still like the futuristic and action concepts even today.
2	Also back to school special Celebrity Juice on itv2 tonight! Oushhhhh
0	I was watching Ex-ministries videos today and found out some shocking news about Michael Jackson!
1	Watching hoodtocoast and planning our future team. @jonhay92 @unfocusedme @suzmeraz u in?
1	The RAIDERS game is tomorrow and I m juiced. Who is going or wants to go to the game?
0	Nikki Walker will miss Rugby World Cup on account of the knee injury he sustained yesterday v Italy. Details on www.scotlandrugbyteam.org.
1	SingSnap | One Night With You by jclabb in the style of Elvis Presley http://www.singsnap.com/karaoke/watchandlisten/play/a96a0cc92 …
1	I ON SUNDAY: Ahead of Inbetweeners film 10 other sitcoms which went on holiday to big screen + Watercooler + hero of the week Michael Winner
2	I could have had the BEST DAY EVER!..if I had went to tha Nicki Minaj concert in AC tonight...
1	So far today Ive been asked who will win the Rugby World Cup and what the score would be between Darlington/Fleetwood
2	want to wish legendary broadcaster lloyd robertson a great final newscast tonight. the man is a total class act. ctv lloydrobertson
1	A night to just lay up & watch movies on Netflix.
1	so who wants to watch the Steelers game with me on Sunday?
1	See what we Just published at MMA Rants Today: Anderson Silva made the most disturbing Burger King Comme http://wp.me/p1x76R-D6  @adominguez
2	@WorneDogg what did you do instead then?
1	Good Morning who s up?? It s Victory Monday Let s Get it!
2	watching Kung Fu Panda 2 with the tribe & the nieces...a mellow evening
1	RT @iAmOshun Truth is like the sun. You can shut it out for a time, but it ain t goin  away., Elvis Presley
0	My 1st Ever Male frnd in London just send me a Ping!!! Dat ping is so annoying, he is my 1st gud frnd bet why dis Ping??? Angry much
0	Fake Democrats lose in Wisconsin primary recalls All six fake Democrats lost to Democrats supported by the party in primaries Tuesday that
2	*Turns off phone and locks door.* I just got season 1 of Vampire Diaries from mom. I m gonna watch it all with Anna today.
2	Summerslam may be interesting after all! @cmpunk saves the day again. Raw
2	Steve Jobs is my man of the century. 10 years ago, they were this close to bankruptcy. Today, Apple is the most valuable company in d world
0	no way to underestimate the madness and cynicism and frank and open loathing of country that characterizes today s Republicans
1	W00t. RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK
2	Can t wait until Anderson silva taps out tonight @cwood2day @J_Cross10
1	Someone comes to me and is like  irene, what time did u GOT home yesterday? What time did you LEFT here  plantation
1	POTUS responds to Boehner s letter on regulations with one of his own
1	Season 3 of Sons of Anarchy needs to hurry the eff up already. Come on August 30! addictedtonetflixinstant
1	So the dude on shameless last night is lucien from big brother
2	Last night I had a dream that I made it to the VMA s , & I was on 106&Park talking about my album coming out. Time to make it all a reality.
2	RT @LeighFrancis: @example Celebrity Juice tonight! < I ve let the people know!
1	i shall now spend the rest of the night on Netflix. addiction
1	ha!RT @amNewYork: After a weekend of subway mayhem, the MTA expects service to return to normal for your morning commute http://bit.ly/nd6JEN 
2	Ok, so I ve watched Jersey Shore today for the first time ever. Can t say I believe the hype. But its comical.
1	Our new dance instructor for ClubFitness has toured w/ Beyonce!!! You know our Beyonce themed night is going to be CRAZY!!!
1	Repaired elderly female s Windows 7 based laptop today (pro bono) and in her living room was the largest 1080i cathode ray tube ever, 55.
1	Droid Bionic comes out the 8th? Ohhhh hmm...
2	Nothing like a steak dinner then True Blood on demand with my favorite person on earth! Perfect saturday night :)
0	Boehner wants Obama to move his speech on Wed to Thurs of nxt week, due to the GOP debate on Wed. No sense of urgency while americans suffer
0	Fire up the outrage machine, because Channel 4 are showing Four Lions as part of a 9/11 anniversary season: http://www.dailymail.co.uk/news/article-2031161/Channel-4-suicide-bombing-comedy-Four-Lions-mark-tenth-anniversary-September-11.html …
2	We salute you Lloyd Robertson. Good evening. LtotheLtotheOYD fb
0	@LilTunechi cannot afford to go like @KingJames in the 4th. Carter IV has to be great, anything less its a failure
0	Four Lions is a brilliant film but I think it may be a bit insensitive of Channel 4 to show it so close to 9/11...
2	@laurenbuckenham guess what im working in the day on 17th meaning you can come over so we can be excited aaaaand we can go see inbetweeners!
1	Today: Republicans might hate Obama s health care law, but fighting the details is tough. http://bit.ly/oSDYS1
1	The @USAEaglesRugby take on Canada tonight @ 9pm EST in a warm-up before the Rugby World Cup - If you have Direct TV... http://fb.me/11UDqvhOc 
1	Michael Jackson Doctor Trial to Begin Jury Selection Thursday: Jury selection in the manslaugher case against Dr... http://bit.ly/nYySbZ 
1	The 7-yr old Real Madrid signed isn t just an advanced passer. Kid can pee standing up at a 9th grade level: http://es.pn/qaltpy
0	Are you waiting for Nokia N9 getting released in US... well, that may not happen. :( http://www.wizardjournal.com/tech-news/nokia-n9-meego-smartphone-release-date.html …
0	I honestly cannot believe why Australia aren t taking @giteau_rugby to the Rugby World Cup. Might not be 1st choice, but still a talent.
1	Thoughts and prayers with Pavol Demitra s family today, and the entire hockey team who perished in a plane crash today.
1	Big Brother last night on Channel 5 peaked at 2 million and beat BBC TWO, ITV1 and C4 in it s slot. Plus CBB Final tomorrow! @Channel5Press
1	Might just watch the rest of Jersey Shore online n call it a night
2	Hehehehe can t wait for the 3rd season of Vampire Diaries (:
0	Ask for Lil Wayne, get Michael Jackson. Bug me about Wiz Khalifa, get Guns & Roses. The point of the night is to step outside the matrix..
1	My article Preview: Anderson Silva vs. Yushin Okami. UFC134 Rio. Give it a read before the fights tonight. MMA http://www.couchfighter.co/fighters/item/232-preview-anderson-silva-vs-yushin-okami …
1	Woods down to 30th in world rankings: Tiger Woods has dropped another two places to 30th in the latest world rankings. http://bit.ly/qTRK4P
0	It s 1:30 in the morning and all I want to do is watch the Vampire Diaries. Sad.
1	@Benjy1416 Free. Just ask you post a tweet or video about it. But I can t send anything for 2 weeks as I m flying to Japan tomorrow.
2	Finished Deus Ex last night. Should probably stay tight-lipped, but I think I can get away with saying the ending is superb!
1	WWE Monday Night Raw: Live Blog, Results & Coverage of the Road to SummerSlam - Bleacher Report: Bleacher ... http://bit.ly/rpF8QK LIVE
1	Timezones outside of Canada seem to confuse me, but I m cheering for Tonga in tomorrow s RWC opener. At least, I think it s tomorrow.
1	Boehner rejects 7th, invites Obama on 8th, NFL opening night. So Obama just has to speak @ WH on 7th to save football coverage? doitnow
1	McConnell speaking on the floor of the Senate today ~ No real deficit deal until Obama is gone - CBS News http://bit.ly/qesrQ0 p2
1	Desperately needing girl talk! Cart wait for True Blood tomorrow with @chibivampi & @marb_light
1	@CelebJuice @Fearnecotton @hollywills @LeighFrancis Celebrity Juice on tonight!!! bangtidy
0	Stuck at the office tomorrow Saffers? Missing AB s v Tonga? Try @jedthian on streaming Alternative Rugby Commentary - ARC
1	DDB Los Angeles announced today the launch of its new campaign for Deus Ex: Human Revolution, the highly anticipated third installmen...
2	wohooo! RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK
1	Little story. My dad asked me today, Who is Silva fighting tonight? and I replied Yushin Okami. 5 minutes later my dad asks...
2	Oh look, Four Lions is on Channel 4 tonight. Do watch it if you haven t before. Brilliant film; I properly laughed and properly cried.
2	SHATING RT @LeighFrancis Celebrity Juice tonight 10pm itv2. Hurrraaaaah! its a Back to school special
1	RT @thinkprogress Golf balls with Pelosi s face on them allegedly distributed at Boehner fundraiser today. http://yfrog.com/h0knkmqj  | SICK!
1	And here it comes! The main bout for the evening, Anderson Silva vs. Yushin Okami ufcrio
2	Today i saw many great news, like _HP Touchpad_ discount and another news is about Nokia N9 Swipe. This new... http://dlvr.it/g1CzP 
1	Inbetweeners and ben and jerry s tonight I think !
1	China renews Google s operating licence: China said Wednesday it had renewed Google s licence to operate in the ... http://bit.ly/pTAYwU 
2	@WylinCuzImY0UNG thanks homie:) its really old though. How ju bee??
2	It s a historic day at CTV... tonight, Lloyd Robertson will anchor the National News for the last time Lloyd
1	Ha RT @fauxjohnmadden: Start of NFL Preseason tonight marks the beginning of the Raiders season, and the end of Raiders postseason hopes.
2	hmmm..thinking that now is a good time to win the lottery. 311Day2012 in Vegas AND 311Cruise in May...decisions to be made!
2	@rinecho9239 good morning Irene ^_^ have a nice day!
2	Can t wait to go to the movies on Saturday to see Final Destination 5 (:
1	All across the US, with Live Feeds down, Big Brother fans are seeing the Sun for the first time in months.
1	With the ceremony tomorrow today s @MercuryPrize tracks of the day come from PJ Harvey and Metronomy http://news.qthemusic.com/2011/09/barclaycard_mercury_prize_spec_3.html …
1	@INKREDIBLE_CJ album of the year bro
1	Fri quiz. The 1st Deus Ex game was only ported to one home console. Which one? Correct answers go in prize draw to win a copy Mon 14th.
2	GAMERS!! Don t even think about missing The Blurb tonight on Challenge at midnight. We ve got Rage, Deus Ex, Bodycount, Dead Island & more!
2	In the car with the parents on the way back home home. Heading to ATL to say good-bye to Sweet Irenetomorrow.
1	Anyone going to tomorrow night s NZ vs Tonga game? What colours will you be wearing?
1	@Vampy04 @ian_holyman Can t find the angle I was watching but it looked a bit like RVP v Barcelona 1st leg to me.
1	@TooDaMaxx_96 yu need to stop tryna shake people in football and run someone over
1	Lloyd Robertson set to end 41-year run as national news anchor tonight - News957: http://bit.ly/ravSIm  @CTVNationalNews @CTVCanadaAM
1	@stouds20 how was your day today? Did you enjoy watching softball. We missed you on tiger woods
2	@MMABeatdown I d say Silva knocks Okami s eyes swollen shut but... Well you know... Haha
0	The MTA should cost less at night. I think I waited more than 45 minutes. And it s pretty freaking hot underground. Thanks. nycproblems.
2	I Might Treat My Mommy  to the Movies Saturday to See Final Destination 5 !
2	Anderson Silva better fuck up Yushin Okami tonight.
2	The other night I had a dream UGA beat Boise State. Let s hope it comes true
1	So I just saw the commercial 4 Michael Jackson THE IMMORTAL World Tour by Cirque du Soleli is going to be here July 20 & 21 @mynameisaramie
1	@WWE please entertain me tonight, it s the final Raw leading into Summerslam! Respeckkk
2	Please believe on Sept 9th I will be in the theater watching Kevin Hart s new movie...
1	On my way to the airport with 50 min sleep all night...eyes burning like I m on True Blood..WTF
1	@RAIDERS: The Raiders are on the field for their Tueday afternoon practice as they get ready to face Arizona Thursday night in Oakland.
2	It still hasn t hit me yet that tomorrow is Steelers & Ravens day.
2	Sometimes you just got to put the Michael Jackson song from Free Willy on repeat all morning.
2	Our new dance instructor for ClubFitness has toured w/ Beyonce!!! You know our Beyonce themed night is going to be CRAZY!!!
0	Omg worst last 10 days in a while. Looking forward to True Blood to cheer me up tonight.
1	Sept 19 RT @MissJPangelina: I m hella mad they just showed a Sons of Anarchy commercial & (cont) http://tl.gd/cher1a 
2	I may love asians from Japan! But I have a girl that I m gonna marry. Believe it! She s a ghetto ass short girl that s clumsy as fuck lol.
0	@chiseen I can go with you. You can be my kid, and people will deflect approving stares at me.
2	saw Rise of the Planet of the Apes with the gf last night...it was a pretty damn good movie...y all should go check it out
2	Today s FF number 1 goes to @kev_d because he s SOO GOOD at computers that Steve Jobs is worried about job security.
0	Somewhere in Appleland, Steve Jobs just spit his morning coffee onto his computer screen. EAH!
2	If the votes are for the best album then PJ Harvey will win tonight
2	next monday = Vampire Diaries are back! watch it :) very happy now :)
2	Beyonce sang the words we could never come up with! Best Thing I Never Had. I didn t give the song a chance @ 1st, but it s growing on me.
1	...including former Kings forward Pavol Demitra, former Kings prospect Jan Marek and many other members of the NHL Family.
1	Oh god, just realised I m chain-smoking in Mother s party wig and pretending I m PJ Harvey. Gonna get disemboweled in the morning for stinky
2	@colinmochrie Congrats to Lloyd Robertson on the Gordon Sinclair Award tonight at the Geminis. Last broadcast on CTV Nat l News is Thursday.
0	Congratulations to all the idiots rioting in nth London tonight - suppose we ll see you in the education related protests soon singlecell
1	Tuesday is the 34th anniversary of the death of Elvis Presley? Watercooler ? What is Elvis  biggest selling single?
1	Tomorrow night I ll be at the Goldfish Bar for the Deus Ex launch, anyone wanna come for free?
2	K Im done lookin at Nicki Minaj s titties for 2nite..Found someone to skype with! Smiles for those late night Skype sessions.GOD BLESS WOMEN
1	Hore ! RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK
2	Just watched Four Lions, cool. Awesome song to finish it with too. nowplaying Aphex Twin - Avril 14th
0	@microsoft failed yet again with bpos and their customer service - overnight work - guess what Microsoft? It s morning here.
0	The wisdom of not running phony Republicans tonight is this: All six Dems are now winners. All six Repubs are losers-to-be. WIrecall p2
2	This Friday night at The Warehouse, Dowtown Shreveport, 9 PM. Irene and the Sleepers, Super Water Sympathy, and COWBOY MOUTH!! Be there! RT!
0	@JudeAdoasi vital but in the short term wen ur currency is on the edge, it makes sense to make some cuts. Not as deep as Republicans wud tho
0	Springbok captain John Smit has torn ligaments in his right arm and may miss out on the Rugby World Cup. ek dink dis gooie nuus! Sorry!
2	SaadRA: The Droid Bionic may be the most hyped phone in the history of gadgetdom. The latest round of spyshots c... http://bit.ly/qG61Sm 
1	@KevinI lol im goin la tomorw i better not bc u n airprt
0	Goodnight,Irene.Al,you are easily amused. This club stinks.I think that the Brewers may upset the apple cart and win the NL pennant.
0	Remembering former St. Louis Blues star Pavol Demitra today. He was a true talent & class guy all the way. A very sad loss for his family.
1	UN chief heads to Japan as nuclear crisis simmers: UN chief Ban Ki-moon arrives in Japan on Sunday, where he pla... http://bit.ly/rlGAOu
1	Tiger Woods mistress charged with DUI: You may remember Jamie Jungers as Tiger Wood s fourth mistress to come ou... http://bit.ly/neu1Bb
0	We will explain the true cause of the London riots on the front page of The Sun : immigrants.  Hero Police  will also get a headline.
1	Wales  Rugby World Cup squad will be named at 9:00pm tonight, Melbourne time. We ll soon find out whether the... http://fb.me/1gpcrLAfC 
0	4 boroughs in one day with my nigga @GQ_Gio
2	In Barcelona tomorrow... Time to bring out the tees and shorts :))
2	her s us making sure people feel OK with Windows 7 today :) Buy Windows 7 today, keep same PC for Windows 8 upgrade http://www.networkworld.com/news/2011/071111-windows-8.html?hpg1=bn …
2	Mbaaah!shut up & sleep or sit down!((((BOOM))))*i love Nohle* RT @tebeza: Wish i could fly to Irene just 2 get my Good Night kiss!! sigh
1	Vampire Diaries Season 3 Scoop: Vicki Is at Odds with Anna - Today s News: Our Take | TVGuide.com - http://goo.gl/HGex2 
1	Lady Gaga attending The Femme Fatale - Britney Spears concert in New Jersey tonight http://twitpic.com/626hfq
0	Really hoping tonite Lloyd Robertson will ask us to goto the window and yell I m mad as hell and I m not going to take it anymore! Lloyd
1	some well known names may have been on the plane according to the Toronto Star ,,, Pavol Demitra, Josef Vacicek
2	Droid Bionic seemingly clears the FCC, may finally be headed for (US) glory http://bit.ly/iYAFYS 
1	The run time for Final Destination 5 is 1 hour and about 33 mins. It is premiering at The Chinese Theatre tonight.
0	Hey GOP, no matter how you slam Obama, you own our credit rating downgrade. It is ALL your fault, & we ll remind you in Nov 2012 p2 tcot
0	Wayne is on his 4th single w/ Carter IV already & still no album drop.. Sounds to me like he s searching for hits but hasn t found one yet
1	Suengyeon said that  Kamilia is Miracle  in the fanmeeting in Japan yesterday.
2	Lloyd Robertson s last newscast is tomorrow night. The end of an amazing career. And honestly, the end of an era thatsthekindofdayitsbeen
0	So sad to hear about Pavol Demitra & the other KHL players  tragic passing in the plane crash today. Absolutely terrible news.
1	Four Lions in on this Sunday. Have to record that. Still not seen it yet.
2	PJ Harvey HAS to win, nobody deserves it more, the new album was amazing! http://www.guardian.co.uk/music/2011/sep/06/pj-harvey-mercury-prize-2011 …
1	http://www.guardian.co.uk/football/2011/aug/08/real-madrid-seven-year-old … real madrid sign a 7year old from argentina maybe the next messi!!
1	classy RT @pwire: Boehner proposes Obama speech be on the same night as NFL opening night... http://pwire.at/qMOoMi 
1	Ha! They got pics of Nicki Minaj boobies coming out when she performed on Good Morning America
1	Re doing a bio and watching the Republicans debate while smashing some Pineapple sherbet. Not sure what to make of this evening lol
